,real_rng,rng,rssi,fp_idx,fp_power,fp_amp1,fp_amp2,fp_amp3,std_noise,pacc_cnt,condition,location_from,location_to,msid,bias,rng_wo_bias,error,error_nobias,env
35806,2.286,3.188,-83.425,748,-90.197,1636,2492,2380,20,101,nlos,esl,hw,730,-0.06130517069856456,3.2493051706985647,0.9633051706985647,0.9020000000000001,eslhw
35808,2.286,3.168,-83.508,743,-90.227,2026,2607,1884,24,101,nlos,esl,hw,730,-0.06176060902238678,3.229760609022387,0.9437606090223869,0.8820000000000001,eslhw
35809,2.286,3.161,-83.55,750,-90.833,2220,2352,1452,20,101,nlos,esl,hw,730,-0.06192039137259364,3.2229203913725937,0.9369203913725936,0.875,eslhw
35811,2.286,3.197,-83.661,751,-90.448,1489,2350,2448,20,101,nlos,esl,hw,730,-0.06110074704053048,3.2581007470405305,0.9721007470405305,0.911,eslhw
35812,2.286,3.191,-83.425,748,-89.994,2242,2662,1770,24,101,nlos,esl,hw,730,-0.061236993358021685,3.2522369933580215,0.9662369933580215,0.9049999999999998,eslhw
35814,2.286,3.197,-83.785,749,-90.539,1850,2304,2172,20,101,nlos,esl,hw,730,-0.06110074704053048,3.2581007470405305,0.9721007470405305,0.911,eslhw
35815,2.286,3.176,-83.541,745,-90.403,2194,2518,1650,24,101,nlos,esl,hw,730,-0.061578241168883885,3.237578241168884,0.951578241168884,0.8900000000000001,eslhw
35818,2.286,3.174,-83.533,749,-90.31,1596,2345,2476,24,101,nlos,esl,hw,730,-0.06162380907215237,3.2356238090721523,0.9496238090721523,0.8879999999999999,eslhw
35820,7.33,7.352,-79.929,748,-87.421,1905,2975,3885,44,101,los,esl,esl,731,0.004940209091546244,7.347059790908454,0.017059790908453998,0.02200000000000024,eslesl
35821,7.33,7.343,-79.874,749,-86.947,2480,4239,2576,44,101,los,esl,esl,731,0.004842613822353847,7.338157386177646,0.008157386177646053,0.0129999999999999,eslesl
35823,7.33,7.342,-79.838,746,-86.985,1609,3064,4302,44,101,los,esl,esl,731,0.004831761185012162,7.3371682388149875,0.007168238814987404,0.011999999999999567,eslesl
35824,7.33,7.386,-79.903,746,-87.426,1480,2976,4061,44,101,los,esl,esl,731,0.005307631654625666,7.3806923683453745,0.05069236834537438,0.05600000000000005,eslesl
35827,7.33,7.369,-79.763,747,-86.746,2080,4323,3033,44,101,los,esl,esl,731,0.005124171089835983,7.363875828910164,0.03387582891016372,0.0389999999999997,eslesl
35829,7.33,7.342,-79.91,744,-86.958,1514,3799,3735,44,101,los,esl,esl,731,0.004831761185012162,7.3371682388149875,0.007168238814987404,0.011999999999999567,eslesl
35831,7.33,7.3,-79.939,747,-87.454,1990,2488,4149,44,101,los,esl,esl,731,0.004374370009879058,7.295625629990121,-0.03437437000987931,-0.03000000000000025,eslesl
35834,7.33,7.386,-79.72,750,-86.917,1520,3834,3736,44,101,los,esl,esl,731,0.005307631654625666,7.3806923683453745,0.05069236834537438,0.05600000000000005,eslesl
35835,7.33,7.314,-79.965,745,-87.486,1992,2503,4115,44,101,los,esl,esl,731,0.004527177477546829,7.309472822522453,-0.020527177477546843,-0.016000000000000014,eslesl
35836,7.33,7.37,-80.01,744,-87.285,1589,3556,3644,44,101,los,esl,esl,731,0.005134976750552411,7.364865023249448,0.034865023249447624,0.040000000000000036,eslesl
35837,7.33,7.382,-79.845,750,-87.063,1551,3773,3647,48,101,los,esl,esl,731,0.005264509478632995,7.376735490521367,0.04673549052136661,0.0519999999999996,eslesl
35839,7.33,7.374,-79.863,747,-87.087,1486,3720,3706,44,101,los,esl,esl,731,0.005178182050170399,7.368821817949829,0.038821817949829196,0.043999999999999595,eslesl
35841,7.33,7.39,-79.717,749,-87.026,1621,3536,3882,44,101,los,esl,esl,731,0.005350726169855768,7.384649273830144,0.05464927383014384,0.05999999999999961,eslesl
35842,7.33,7.355,-79.777,751,-87.192,1687,4050,3133,48,101,los,esl,esl,731,0.004972709490172811,7.350027290509828,0.020027290509827544,0.025000000000000355,eslesl
35843,7.33,7.382,-79.794,751,-87.262,1748,3040,4038,44,101,los,esl,esl,731,0.005264509478632995,7.376735490521367,0.04673549052136661,0.0519999999999996,eslesl
35844,7.33,7.377,-80.12,745,-87.794,1379,3344,3496,48,101,los,esl,esl,731,0.005210567824827095,7.371789432175173,0.041789432175172614,0.04699999999999971,eslesl
35846,7.33,7.375,-79.91,744,-87.173,1815,3982,3169,48,101,los,esl,esl,731,0.00518897904111526,7.369811020958885,0.03981102095888467,0.04499999999999993,eslesl
35848,7.33,7.321,-79.83,750,-87.326,1729,2718,4220,44,101,los,esl,esl,731,0.004603452115180318,7.316396547884819,-0.013603452115180659,-0.009000000000000341,eslesl
35849,7.33,7.361,-80.04,749,-87.764,1978,3776,2704,44,101,los,esl,esl,731,0.0050376633108752955,7.3559623366891245,0.0259623366891244,0.030999999999999694,eslesl
35852,7.33,7.326,-79.748,747,-87.107,2260,4169,2675,44,101,los,esl,esl,731,0.004657881404374287,7.321342118595625,-0.008657881404374734,-0.004000000000000448,eslesl
35853,7.33,7.356,-80.014,751,-87.772,2043,2873,3606,40,101,los,esl,esl,731,0.004983539475396981,7.351016460524603,0.02101646052460282,0.0259999999999998,eslesl
35854,7.33,7.348,-79.845,751,-87.037,1869,3008,4193,44,101,los,esl,esl,731,0.004896850845998557,7.343103149154001,0.013103149154001237,0.017999999999999794,eslesl
35855,7.33,7.348,-79.777,744,-87.111,1668,4043,3238,44,101,los,esl,esl,731,0.004896850845998557,7.343103149154001,0.013103149154001237,0.017999999999999794,eslesl
35856,7.33,7.37,-79.921,744,-87.359,1903,2657,4158,40,101,los,esl,esl,731,0.005134976750552411,7.364865023249448,0.034865023249447624,0.040000000000000036,eslesl
35857,7.33,7.389,-80.063,750,-87.53,1688,2917,3941,44,101,los,esl,esl,731,0.005339955132958707,7.3836600448670415,0.053660044867041456,0.05900000000000016,eslesl
35858,7.33,7.343,-79.734,750,-86.858,1552,3897,3714,44,101,los,esl,esl,731,0.004842613822353847,7.338157386177646,0.008157386177646053,0.0129999999999999,eslesl
35859,7.33,7.375,-79.888,745,-87.073,1492,3462,3958,44,101,los,esl,esl,731,0.00518897904111526,7.369811020958885,0.03981102095888467,0.04499999999999993,eslesl
35861,7.33,7.362,-79.838,747,-86.85,2755,4054,2724,44,101,los,esl,esl,731,0.005048482862430426,7.35695151713757,0.026951517137569603,0.03200000000000003,eslesl
35862,7.33,7.3,-79.845,750,-86.939,2110,4181,2979,44,101,los,esl,esl,731,0.004374370009879058,7.295625629990121,-0.03437437000987931,-0.03000000000000025,eslesl
35863,7.33,7.363,-80.089,745,-87.491,1759,3627,3299,44,101,los,esl,esl,731,0.005059300676332867,7.357940699323668,0.027940699323667495,0.03300000000000036,eslesl
35864,7.33,7.402,-79.929,749,-87.177,2060,2811,4126,40,101,los,esl,esl,731,0.005479843985964905,7.396520156014035,0.06652015601403516,0.07200000000000006,eslesl
35865,7.33,7.349,-79.907,746,-87.445,1660,2934,4007,44,101,los,esl,esl,731,0.004907693020718362,7.344092306979282,0.014092306979281766,0.019000000000000128,eslesl
35866,7.33,7.314,-79.932,746,-87.574,1883,2343,4193,44,101,los,esl,esl,731,0.004527177477546829,7.309472822522453,-0.020527177477546843,-0.016000000000000014,eslesl
35867,7.33,7.356,-79.713,746,-87.275,1688,2870,4175,44,101,los,esl,esl,731,0.004983539475396981,7.351016460524603,0.02101646052460282,0.0259999999999998,eslesl
35868,1.763,1.957,-79.067,746,-82.515,4087,5863,5853,36,101,nlos,bsp,hw,732,-0.09182666810197304,2.048826668101973,0.285826668101973,0.19400000000000017,bsphw
35870,1.763,1.962,-79.243,750,-82.633,3719,6285,5450,28,101,nlos,bsp,hw,732,-0.09169779047699311,2.053697790476993,0.29069779047699296,0.19900000000000007,bsphw
35872,1.763,1.95,-79.357,749,-82.975,5023,6043,3874,32,101,nlos,bsp,hw,732,-0.09200700635990611,2.0420070063599063,0.2790070063599064,0.18700000000000006,bsphw
35873,1.763,1.971,-79.475,748,-82.592,5084,6089,4573,28,101,nlos,bsp,hw,732,-0.0914656827302851,2.062465682730285,0.2994656827302853,0.20800000000000018,bsphw
35875,1.763,1.976,-79.196,751,-82.418,3975,6205,5741,28,101,nlos,bsp,hw,732,-0.0913366666158959,2.067336666615896,0.304336666615896,0.21300000000000008,bsphw
35877,1.763,1.982,-79.277,749,-82.348,4566,6339,5258,28,101,nlos,bsp,hw,732,-0.09118178742962879,2.073181787429629,0.3101817874296291,0.21900000000000008,bsphw
35878,1.763,1.982,-79.125,748,-82.134,3954,6216,6236,32,101,nlos,bsp,hw,732,-0.09118178742962879,2.073181787429629,0.3101817874296291,0.21900000000000008,bsphw
35880,1.763,1.979,-79.525,750,-82.763,3842,6171,5268,28,101,nlos,bsp,hw,732,-0.0912592349861665,2.0702592349861666,0.3072592349861667,0.2160000000000002,bsphw
35881,1.763,1.965,-79.325,750,-82.589,3631,5734,6150,32,101,nlos,bsp,hw,732,-0.09162043910718687,2.0566204391071867,0.2936204391071868,0.20200000000000018,bsphw
35882,1.763,1.942,-79.143,750,-82.304,3775,6145,6129,32,101,nlos,bsp,hw,732,-0.09221297102859438,2.0342129710285946,0.27121297102859465,0.17900000000000005,bsphw
35883,1.763,1.95,-79.281,746,-82.385,5293,6238,4582,32,101,nlos,bsp,hw,732,-0.09200700635990611,2.0420070063599063,0.2790070063599064,0.18700000000000006,bsphw
35884,1.763,1.979,-79.306,749,-82.603,3732,5782,6022,32,101,nlos,bsp,hw,732,-0.0912592349861665,2.0702592349861666,0.3072592349861667,0.2160000000000002,bsphw
35885,1.763,1.957,-79.215,749,-82.557,5539,6401,3586,32,101,nlos,bsp,hw,732,-0.09182666810197304,2.048826668101973,0.285826668101973,0.19400000000000017,bsphw
35887,1.763,1.947,-79.306,750,-82.575,3482,6316,5670,32,101,nlos,bsp,hw,732,-0.092084260579119,2.039084260579119,0.27608426057911917,0.18400000000000016,bsphw
35889,1.763,1.989,-79.552,746,-82.633,3637,6191,5611,28,101,nlos,bsp,hw,732,-0.09100101699758767,2.0800010169975875,0.31700101699758765,0.2260000000000002,bsphw
35890,1.763,1.971,-79.284,747,-82.645,3948,6286,5265,32,101,nlos,bsp,hw,732,-0.0914656827302851,2.062465682730285,0.2994656827302853,0.20800000000000018,bsphw
35891,1.763,1.951,-79.498,744,-82.406,4206,5557,6239,32,101,nlos,bsp,hw,732,-0.09198125040217242,2.0429812504021725,0.2799812504021726,0.18800000000000017,bsphw
35892,1.763,1.948,-79.168,746,-82.49,5508,6424,3771,32,101,nlos,bsp,hw,732,-0.09205851146613053,2.0400585114661305,0.2770585114661306,0.18500000000000005,bsphw
35893,1.763,1.971,-79.383,751,-82.688,3649,5847,5873,28,101,nlos,bsp,hw,732,-0.0914656827302851,2.062465682730285,0.2994656827302853,0.20800000000000018,bsphw
35894,1.763,1.96,-79.3,745,-82.501,3891,5492,6349,28,101,nlos,bsp,hw,732,-0.0917493478116711,2.051749347811671,0.28874934781167116,0.19700000000000006,bsphw
35895,1.763,1.991,-79.354,746,-82.522,4920,6507,4317,28,101,nlos,bsp,hw,732,-0.09094935359196388,2.081949353591964,0.3189493535919641,0.2280000000000002,bsphw
35896,1.763,1.975,-79.383,750,-82.661,3650,6114,5640,28,101,nlos,bsp,hw,732,-0.09136247354311955,2.0663624735431196,0.30336247354311974,0.2120000000000002,bsphw
35897,1.763,1.975,-79.101,751,-82.164,4098,6197,6109,28,101,nlos,bsp,hw,732,-0.09136247354311955,2.0663624735431196,0.30336247354311974,0.2120000000000002,bsphw
35898,1.763,1.976,-79.416,745,-82.83,5521,6059,3488,28,101,nlos,bsp,hw,732,-0.0913366666158959,2.067336666615896,0.304336666615896,0.21300000000000008,bsphw
35899,1.763,1.962,-79.211,751,-82.401,3684,6134,6033,28,101,nlos,bsp,hw,732,-0.09169779047699311,2.053697790476993,0.29069779047699296,0.19900000000000007,bsphw
35901,1.763,1.947,-79.542,744,-82.787,5453,6193,3474,32,101,nlos,bsp,hw,732,-0.092084260579119,2.039084260579119,0.27608426057911917,0.18400000000000016,bsphw
35902,1.763,1.958,-79.383,748,-82.608,3836,6115,5605,32,101,nlos,bsp,hw,732,-0.09180089678980252,2.0498008967898027,0.2868008967898028,0.19500000000000006,bsphw
35904,1.763,1.967,-79.439,750,-82.63,3601,6063,5777,36,101,nlos,bsp,hw,732,-0.09156886148142274,2.058568861481423,0.2955688614814229,0.20400000000000018,bsphw
35905,1.763,1.969,-79.498,748,-82.516,4353,6238,5239,32,101,nlos,bsp,hw,732,-0.09151727597743964,2.06051727597744,0.29751727597744004,0.20600000000000018,bsphw
35906,1.763,1.951,-79.422,751,-82.84,5043,6062,4123,32,101,nlos,bsp,hw,732,-0.09198125040217242,2.0429812504021725,0.2799812504021726,0.18800000000000017,bsphw
35908,1.763,1.978,-79.328,748,-82.627,4906,6022,4777,32,101,nlos,bsp,hw,732,-0.09128504732093479,2.0692850473209345,0.30628504732093464,0.21500000000000008,bsphw
35909,1.763,1.96,-79.377,744,-82.607,4056,6311,5222,28,101,nlos,bsp,hw,732,-0.0917493478116711,2.051749347811671,0.28874934781167116,0.19700000000000006,bsphw
35910,1.763,1.972,-79.268,750,-82.409,4587,6396,5048,28,101,nlos,bsp,hw,732,-0.09143988324502939,2.0634398832450294,0.30043988324502946,0.20900000000000007,bsphw
35911,1.763,2.014,-79.316,744,-82.61,3622,5623,6225,32,101,nlos,bsp,hw,732,-0.09035480284586583,2.1043548028458656,0.3413548028458657,0.2509999999999999,bsphw
35912,1.763,1.948,-79.134,751,-82.59,5572,6240,3727,36,101,nlos,bsp,hw,732,-0.09205851146613053,2.0400585114661305,0.2770585114661306,0.18500000000000005,bsphw
35913,1.763,1.962,-79.137,745,-82.433,4610,6400,4975,40,101,nlos,bsp,hw,732,-0.09169779047699311,2.053697790476993,0.29069779047699296,0.19900000000000007,bsphw
35914,1.763,1.958,-79.24,744,-82.507,4346,6348,5128,36,101,nlos,bsp,hw,732,-0.09180089678980252,2.0498008967898027,0.2868008967898028,0.19500000000000006,bsphw
35915,1.763,1.965,-79.3,746,-82.616,3783,6005,5744,32,101,nlos,bsp,hw,732,-0.09162043910718687,2.0566204391071867,0.2936204391071868,0.20200000000000018,bsphw
35917,5.081,7.05,-81.118,745,-101.525,569,604,619,28,101,nlos,edvl,edvl,733,0.001586563675688879,7.048413436324311,1.9674134363243105,1.9689999999999994,edvledvl
35920,5.081,7.086,-81.009,742,-103.976,401,561,366,20,101,nlos,edvl,edvl,733,0.0019950203835863434,7.084004979616414,2.0030049796164136,2.005,edvledvl
35921,5.081,7.071,-81.186,740,-102.897,422,565,533,28,101,nlos,edvl,edvl,733,0.0018251215743703142,7.069174878425629,1.988174878425629,1.9899999999999993,edvledvl
35924,5.081,7.033,-80.948,741,-103.43,329,637,421,28,101,nlos,edvl,edvl,733,0.0013928452994198537,7.0316071547005805,1.95060715470058,1.952,edvledvl
35925,5.081,7.061,-81.196,743,-103.127,416,597,460,28,101,nlos,edvl,edvl,733,0.001711624548057955,7.059288375451942,1.9782883754519416,1.9799999999999995,edvledvl
35930,5.081,7.046,-81.104,743,-103.29,433,512,514,32,101,nlos,edvl,edvl,733,0.0015410312723025399,7.044458968727698,1.9634589687276973,1.9649999999999999,edvledvl
35931,5.081,7.082,-81.236,740,-103.274,527,554,363,24,101,nlos,edvl,edvl,733,0.001949754655664826,7.080050245344335,1.9990502453443346,2.0009999999999994,edvledvl
35932,5.081,7.085,-81.226,743,-103.505,564,501,332,24,101,nlos,edvl,edvl,733,0.0019837067184278467,7.083016293281572,2.0020162932815717,2.0039999999999996,edvledvl
35933,5.081,7.05,-81.113,746,-103.307,404,601,432,24,101,nlos,edvl,edvl,733,0.001586563675688879,7.048413436324311,1.9674134363243105,1.9689999999999994,edvledvl
35934,5.081,7.086,-81.108,742,-103.169,394,591,479,24,101,nlos,edvl,edvl,733,0.0019950203835863434,7.084004979616414,2.0030049796164136,2.005,edvledvl
35935,5.081,7.078,-81.104,745,-103.965,445,555,324,24,101,nlos,edvl,edvl,733,0.0019044594000154902,7.076095540599985,1.9950955405999844,1.9969999999999999,edvledvl
35936,5.081,7.088,-81.133,745,-103.26,388,617,433,28,101,nlos,edvl,edvl,733,0.0020176421826567648,7.085982357817343,2.004982357817343,2.0069999999999997,edvledvl
35940,5.081,7.046,-81.182,741,-103.966,353,556,421,24,101,nlos,edvl,edvl,733,0.0015410312723025399,7.044458968727698,1.9634589687276973,1.9649999999999999,edvledvl
35941,5.081,7.085,-81.138,744,-103.073,358,629,476,28,101,nlos,edvl,edvl,733,0.0019837067184278467,7.083016293281572,2.0020162932815717,2.0039999999999996,edvledvl
35943,5.081,7.046,-81.051,741,-101.96,535,580,589,24,101,nlos,edvl,edvl,733,0.0015410312723025399,7.044458968727698,1.9634589687276973,1.9649999999999999,edvledvl
35944,5.081,7.078,-81.133,740,-103.119,486,578,415,28,101,nlos,edvl,edvl,733,0.0019044594000154902,7.076095540599985,1.9950955405999844,1.9969999999999999,edvledvl
35946,5.081,7.071,-81.07,747,-101.415,708,474,611,24,101,nlos,edvl,edvl,733,0.0018251215743703142,7.069174878425629,1.988174878425629,1.9899999999999993,edvledvl
35951,5.081,7.082,-81.075,744,-102.142,411,668,561,28,101,nlos,edvl,edvl,733,0.001949754655664826,7.080050245344335,1.9990502453443346,2.0009999999999994,edvledvl
35952,5.081,7.082,-81.099,745,-103.849,389,570,389,28,101,nlos,edvl,edvl,733,0.001949754655664826,7.080050245344335,1.9990502453443346,2.0009999999999994,edvledvl
35953,5.081,7.061,-81.286,741,-101.945,581,519,605,24,101,nlos,edvl,edvl,733,0.001711624548057955,7.059288375451942,1.9782883754519416,1.9799999999999995,edvledvl
35955,5.081,7.037,-81.162,740,-102.36,531,650,424,24,101,nlos,edvl,edvl,733,0.001438474516468169,7.035561525483532,1.9545615254835313,1.9559999999999995,edvledvl
35956,5.081,7.088,-81.084,746,-102.942,403,671,401,24,101,nlos,edvl,edvl,733,0.0020176421826567648,7.085982357817343,2.004982357817343,2.0069999999999997,edvledvl
35957,5.081,7.037,-81.186,746,-103.845,400,544,415,24,101,nlos,edvl,edvl,733,0.001438474516468169,7.035561525483532,1.9545615254835313,1.9559999999999995,edvledvl
35959,5.081,7.048,-81.084,741,-104.434,383,514,371,28,101,nlos,edvl,edvl,733,0.0015638011923329032,7.046436198807667,1.9654361988076667,1.9669999999999996,edvledvl
35960,5.081,7.033,-80.994,744,-102.912,465,630,407,28,101,nlos,edvl,edvl,733,0.0013928452994198537,7.0316071547005805,1.95060715470058,1.952,edvledvl
35963,5.081,7.033,-81.296,740,-102.428,435,597,570,28,101,nlos,edvl,edvl,733,0.0013928452994198537,7.0316071547005805,1.95060715470058,1.952,edvledvl
35967,4.759,4.707,-79.63,749,-82.52,4505,5787,5607,52,101,los,til,til,734,-0.03120621198516904,4.738206211985169,-0.02079378801483145,-0.05200000000000049,tiltil
35968,4.759,4.678,-80.044,746,-83.553,5319,5345,3214,52,101,los,til,til,734,-0.031704274141239,4.709704274141239,-0.04929572585876141,-0.0810000000000004,tiltil
35970,4.759,4.672,-79.943,748,-83.038,5139,5714,4072,56,101,los,til,til,734,-0.031807657007155044,4.703807657007155,-0.05519234299284559,-0.08700000000000063,tiltil
35972,4.759,4.684,-79.589,746,-82.722,5635,5929,3801,52,101,los,til,til,734,-0.031601006512222085,4.715601006512222,-0.04339899348777809,-0.07500000000000018,tiltil
35973,4.759,4.684,-79.881,745,-83.073,5298,5776,3690,56,101,los,til,til,734,-0.031601006512222085,4.715601006512222,-0.04339899348777809,-0.07500000000000018,tiltil
35974,4.759,4.672,-79.668,745,-82.082,5217,6102,5462,60,101,los,til,til,734,-0.031807657007155044,4.703807657007155,-0.05519234299284559,-0.08700000000000063,tiltil
35977,4.759,4.691,-79.841,751,-82.344,4693,5852,5700,56,101,los,til,til,734,-0.0314806730490762,4.722480673049076,-0.0365193269509243,-0.0680000000000005,tiltil
35978,4.759,4.669,-79.999,747,-82.924,4876,5656,4679,52,101,los,til,til,734,-0.031859391703004114,4.700859391703004,-0.05814060829699663,-0.09000000000000075,tiltil
35979,4.759,4.689,-79.678,746,-82.378,4851,5761,5599,56,101,los,til,til,734,-0.03151503806972755,4.720515038069728,-0.03848496193027273,-0.07000000000000028,tiltil
35980,4.759,4.671,-80.151,747,-83.511,5042,5324,3752,60,101,los,til,til,734,-0.0318248986994174,4.702824898699418,-0.056175101300582675,-0.08800000000000008,tiltil
35983,4.759,4.678,-79.62,748,-82.334,5402,6027,4842,52,101,los,til,til,734,-0.031704274141239,4.709704274141239,-0.04929572585876141,-0.0810000000000004,tiltil
35984,4.759,4.691,-79.592,749,-82.304,4483,5834,5953,52,101,los,til,til,734,-0.0314806730490762,4.722480673049076,-0.0365193269509243,-0.0680000000000005,tiltil
35986,4.759,4.671,-79.852,746,-82.866,5521,5788,3836,52,101,los,til,til,734,-0.0318248986994174,4.702824898699418,-0.056175101300582675,-0.08800000000000008,tiltil
35987,4.759,4.671,-79.589,750,-82.382,5155,5878,5182,48,101,los,til,til,734,-0.0318248986994174,4.702824898699418,-0.056175101300582675,-0.08800000000000008,tiltil
35988,4.759,4.669,-79.766,744,-82.906,5289,5780,4075,52,101,los,til,til,734,-0.031859391703004114,4.700859391703004,-0.05814060829699663,-0.09000000000000075,tiltil
35990,4.759,4.684,-79.672,746,-82.578,4617,5777,5423,52,101,los,til,til,734,-0.031601006512222085,4.715601006512222,-0.04339899348777809,-0.07500000000000018,tiltil
35992,4.759,4.673,-79.545,748,-82.275,4812,5939,5635,60,101,los,til,til,734,-0.031790418520282415,4.7047904185202825,-0.05420958147971788,-0.0860000000000003,tiltil
35994,4.759,4.673,-79.63,750,-82.6,5283,5911,4563,52,101,los,til,til,734,-0.031790418520282415,4.7047904185202825,-0.05420958147971788,-0.0860000000000003,tiltil
35995,4.759,4.688,-79.512,746,-82.241,4762,5929,5749,56,101,los,til,til,734,-0.03153222536924627,4.719532225369246,-0.03946777463075435,-0.07100000000000062,tiltil
35999,4.759,4.678,-79.973,745,-83.195,4909,5499,4315,52,101,los,til,til,734,-0.031704274141239,4.709704274141239,-0.04929572585876141,-0.0810000000000004,tiltil
36000,4.759,4.688,-79.675,745,-82.797,5676,5954,3506,52,101,los,til,til,734,-0.03153222536924627,4.719532225369246,-0.03946777463075435,-0.07100000000000062,tiltil
36004,4.759,4.706,-79.62,745,-82.438,4997,5948,5149,52,101,los,til,til,734,-0.03122334192094467,4.737223341920945,-0.021776658079055267,-0.052999999999999936,tiltil
36006,4.759,4.707,-79.703,749,-82.479,5073,5785,5181,48,101,los,til,til,734,-0.03120621198516904,4.738206211985169,-0.02079378801483145,-0.05200000000000049,tiltil
36007,4.759,4.711,-79.668,748,-82.604,4952,5847,4989,52,101,los,til,til,734,-0.031137724034724812,4.742137724034725,-0.01686227596527523,-0.04800000000000004,tiltil
36009,4.759,4.706,-79.647,751,-82.405,4847,5869,5438,56,101,los,til,til,734,-0.03122334192094467,4.737223341920945,-0.021776658079055267,-0.052999999999999936,tiltil
36010,4.759,4.711,-79.791,746,-82.547,5004,5787,5116,48,101,los,til,til,734,-0.031137724034724812,4.742137724034725,-0.01686227596527523,-0.04800000000000004,tiltil
36011,4.759,4.689,-79.809,749,-82.715,5007,5808,4763,52,101,los,til,til,734,-0.03151503806972755,4.720515038069728,-0.03848496193027273,-0.07000000000000028,tiltil
36012,4.759,4.681,-79.492,745,-82.212,4889,6016,5604,56,101,los,til,til,734,-0.03165262593192342,4.7126526259319235,-0.046347374068076874,-0.07800000000000029,tiltil
36014,4.759,4.681,-79.777,750,-82.328,4942,5910,5452,52,101,los,til,til,734,-0.03165262593192342,4.7126526259319235,-0.046347374068076874,-0.07800000000000029,tiltil
36015,3.531,3.955,-82.377,743,-91.793,2114,1933,1368,24,101,nlos,edvl,hw,735,-0.045037705206596,4.000037705206596,0.46903770520659593,0.42399999999999993,edvlhw
36019,3.531,4.0,-82.522,745,-91.251,2301,1965,1503,24,101,nlos,edvl,hw,735,-0.0441537914559591,4.044153791455959,0.513153791455959,0.46899999999999986,edvlhw
36026,3.531,3.939,-82.294,749,-91.842,2239,1850,1236,32,101,nlos,edvl,hw,735,-0.04535379932948569,3.9843537993294857,0.4533537993294856,0.4079999999999999,edvlhw
36028,3.531,3.956,-82.225,747,-89.956,2871,1925,1853,28,101,nlos,edvl,hw,735,-0.04501798099849008,4.0010179809984905,0.47001798099849035,0.4249999999999998,edvlhw
36030,3.531,3.939,-82.188,749,-92.146,2133,1820,1195,20,101,nlos,edvl,hw,735,-0.04535379932948569,3.9843537993294857,0.4533537993294856,0.4079999999999999,edvlhw
36031,3.531,4.0,-82.326,742,-93.221,1776,1697,1104,24,101,nlos,edvl,hw,735,-0.0441537914559591,4.044153791455959,0.513153791455959,0.46899999999999986,edvlhw
36037,3.531,3.993,-82.39,749,-89.355,3019,2151,1981,28,101,nlos,edvl,hw,735,-0.04429079646641654,4.037290796466417,0.5062907964664167,0.46199999999999974,edvlhw
36038,3.531,3.993,-82.41,746,-90.436,2597,1982,1760,20,101,nlos,edvl,hw,735,-0.04429079646641654,4.037290796466417,0.5062907964664167,0.46199999999999974,edvlhw
36044,3.531,4.0,-82.39,749,-92.063,2186,1811,1188,24,101,nlos,edvl,hw,735,-0.0441537914559591,4.044153791455959,0.513153791455959,0.46899999999999986,edvlhw
36045,3.531,3.993,-82.219,749,-90.478,2606,2018,1666,28,101,nlos,edvl,hw,735,-0.04429079646641654,4.037290796466417,0.5062907964664167,0.46199999999999974,edvlhw
36047,3.531,3.956,-82.403,744,-89.68,2934,2101,1835,28,101,nlos,edvl,hw,735,-0.04501798099849008,4.0010179809984905,0.47001798099849035,0.4249999999999998,edvlhw
36059,3.531,3.955,-82.319,750,-92.418,2069,1757,1165,24,101,nlos,edvl,hw,735,-0.045037705206596,4.000037705206596,0.46903770520659593,0.42399999999999993,edvlhw
36060,3.531,3.955,-82.397,746,-91.3,2196,2010,1557,28,101,nlos,edvl,hw,735,-0.045037705206596,4.000037705206596,0.46903770520659593,0.42399999999999993,edvlhw
36061,3.531,3.955,-82.384,743,-90.104,2780,1923,1855,24,101,nlos,edvl,hw,735,-0.045037705206596,4.000037705206596,0.46903770520659593,0.42399999999999993,edvlhw
36113,7.032,7.603,-81.367,745,-92.544,1378,1994,1613,20,101,nlos,lz,lz,737,0.007606172105907305,7.5953938278940925,0.5633938278940924,0.5709999999999997,lzlz
36118,7.032,7.603,-80.651,745,-88.653,2792,2915,2114,28,101,nlos,lz,lz,737,0.007606172105907305,7.5953938278940925,0.5633938278940924,0.5709999999999997,lzlz
36123,7.032,7.526,-81.094,751,-88.301,2329,3285,2510,28,101,nlos,lz,lz,737,0.006799647866232661,7.519200352133767,0.4872003521337671,0.4939999999999998,lzlz
36125,7.032,7.517,-80.943,744,-88.201,2344,3197,2707,32,101,nlos,lz,lz,737,0.0067047323668782965,7.510295267633122,0.478295267633122,0.4850000000000003,lzlz
36127,7.032,7.526,-80.906,745,-89.041,1481,2853,2942,28,101,nlos,lz,lz,737,0.006799647866232661,7.519200352133767,0.4872003521337671,0.4939999999999998,lzlz
36132,7.032,7.508,-81.004,746,-88.621,1934,3091,2761,24,101,nlos,lz,lz,737,0.006609680664386275,7.501390319335614,0.4693903193356137,0.476,lzlz
36133,7.032,7.506,-81.018,745,-88.354,2507,3258,2312,28,101,nlos,lz,lz,737,0.006588539541105831,7.499411460458894,0.46741146045889437,0.4740000000000002,lzlz
36134,7.032,7.531,-81.138,750,-88.594,2210,3126,2528,24,101,nlos,lz,lz,737,0.006852319940977125,7.524147680059023,0.49214768005902254,0.49899999999999967,lzlz
