,slot_ID_tag,model_tag,revision_tag,anchor_ID_tag,NPM_tag,RMoteclk_tag,Attenuation_tag,channel,bitrate,preamble,prf,distance_tag,txpower_tag,anchor_tag,antenna_delay_tag,fpindex_tag,ldethres_tag,rxtofs_tag,rxpower_tag,fppower_tag,ppampl_tag,ppindex_tag,rxpacc_tag,rxpacc_nosat_tag,fp_ampl1_tag,fp_ampl2_tag,fp_ampl3_tag,CIR_pwr_tag,CIR_noise_tag,rsmpdel_tag,rcphase_tag,DRX_CAR_INT_tag,OTP_temp_cal_tag,otp_temp_23_tag,sar_temp_l_tag,sar_bat_l_tag,pgdelaycount_tag,pgdelay_tag,LDE_RX_ANT_tag,RAWT1,RAWT4,RAWT5,T1,slot_ID_anchor,model_anchor,revision_anchor,anchor_ID_anchor,NPM_anchor,RMoteclk_anchor,Attenuation_anchor,distance_anchor,txpower_anchor,anchor_anchor,antenna_delay_anchor,fpindex_anchor,ldethres_anchor,rxtofs_anchor,rxpower_anchor,fppower_anchor,ppampl_anchor,ppindex_anchor,rxpacc_anchor,rxpacc_nosat_anchor,fp_ampl1_anchor,fp_ampl2_anchor,fp_ampl3_anchor,CIR_pwr_anchor,CIR_noise_anchor,rsmpdel_anchor,rcphase_anchor,DRX_CAR_INT_anchor,OTP_temp_cal_anchor,otp_temp_23_anchor,sar_temp_l_anchor,sar_bat_l_anchor,pgdelaycount_anchor,pgdelay_anchor,LDE_RX_ANT_anchor,RAWT2,RAWT3,RAWT6,T2,T3,T4,T5,T6,location_ID,loc_tag,fpi,tag_ID,anchor_ID,distance_UWB,distance_GT,error,NLOS
898,42273,3,0,4,"6d,",2298193,0,3,110,1024,64,,8b8b8b8b,,,748.808,1523,1.71210822157972e-06,-80.82,-81.29899999999999,15872,21253,265,1020,17566,17379,9904,15872,60,13,7,16632,255,128,126,178,0,16,40635,877206002176,890382946304,890752436736,877206018636,41952,3,0,4,"6d,",2299746,,13605,8b8b8b8b,1,16460,749.832,1129.0,-1.80221918061024e-06,-80.25,-81.278,21760.0,18692.0,269.0,1027.0,13949.0,17860.0,14602.0,6935.0,44.0,48.0,104.0,114334.0,255.0,129.0,126.0,177.0,0.0,16.0,32187,876589455872.0,889766307840,890135866880,876589440713,889766324300,890382930842,890752453196,890135851814,1,1-4,748,1,4,13605,13519.993306211361,85.00669378863859,LOS
900,42275,3,0,4,"6d,",2298302,0,3,110,1024,64,,8b8b8b8b,,,745.6080000000001,1533,1.68207123523622e-06,-80.655,-81.509,26112,23813,289,1052,17873,19131,14115,26112,60,13,37,16353,255,128,126,178,0,16,53690,931739108352,944916032000,945285543424,931739124812,41954,3,0,4,"6d,",2299855,,13613,8b8b8b8b,1,16460,744.552,1081.0,-1.83225616695374e-06,-80.268,-81.145,10752.0,17668.0,269.0,1027.0,16864.0,16714.0,11873.0,6964.0,44.0,49.0,103.0,114165.0,255.0,129.0,126.0,177.0,0.0,16.0,57530,931122467840.0,944299298816,944668879360,931122452390,944299315276,944916016322,945285559884,944668864001,1,1-4,745,1,4,13613,13519.993306211361,93.00669378863859,LOS
901,42276,3,0,4,"6d,",2298357,0,3,110,1024,64,,8b8b8b8b,,,747.7360000000001,1428,1.92236712598425e-06,-80.89699999999999,-81.755,57344,21509,274,1021,16877,18436,14724,57344,56,12,8,16409,255,128,126,178,0,16,60858,959005661696,972182667264,972552096256,959005678156,41955,3,0,4,"6d,",2299909,,13594,8b8b8b8b,1,16460,750.936,1137.0,-1.80221918061024e-06,-80.479,-81.47,43776.0,20740.0,282.0,1026.0,17989.0,18444.0,13072.0,8035.0,44.0,50.0,103.0,114030.0,255.0,129.0,126.0,177.0,0.0,16.0,17851,958388973568.0,971565886976,971935385088,958388958511,971565903436,972182651700,972552112716,971935369607,1,1-4,747,1,4,13594,13519.993306211361,74.00669378863859,LOS
902,42277,3,0,4,"6d,",2298412,0,3,110,1024,64,,8b8b8b8b,,,749.872,1033,1.62199726254921e-06,-80.619,-81.38,27392,18692,263,1051,16180,17350,12181,27392,40,13,37,16409,255,128,126,178,0,16,13499,986272217088,999449113088,999818649600,986272233548,41956,3,0,4,"6d,",2299964,,13597,8b8b8b8b,1,16460,748.7760000000001,1227.0,-1.68207123523622e-06,-80.347,-81.36,7936.0,19204.0,269.0,1027.0,15602.0,17549.0,13753.0,7091.0,48.0,50.0,102.0,114117.0,255.0,129.0,126.0,177.0,0.0,16.0,62139,985655481856.0,998832285696,999201890816,985655466659,998832302156,999449097671,999818666060,999201875701,1,1-4,749,1,4,13597,13519.993306211361,77.00669378863859,LOS
903,42278,3,0,4,"6d,",2298466,0,3,110,1024,64,,8b8b8b8b,,,744.512,1378,2.01247808501476e-06,-79.008,-81.729,1792,23045,263,1021,14617,16509,16865,1792,56,12,6,16593,255,128,126,178,0,16,6586,1013538769920,1026715752960,1027085202944,1013538786380,41957,3,0,4,"6d,",2300019,,13592,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,1012921987584,,1026098877952,1026468397056,1012921972238,1026098894412,1026715737179,1027085219404,1026468381791,1,1-4,744,1,4,13592,13519.993306211361,72.00669378863859,LOS
904,42279,3,0,4,"6d,",2298521,0,3,110,1024,64,,8b8b8b8b,,,746.64,1622,1.59196027620571e-06,-80.569,-81.295,34304,22022,283,1051,12029,18361,18048,34304,64,14,37,16641,255,128,126,178,0,16,64954,1040805321216,1053982196224,1054351757824,1040805337676,41958,3,0,4,"6d,",2300073,,13592,8b8b8b8b,1,16460,744.512,1128.0,-1.80221918061024e-06,-80.439,-81.214,256.0,18436.0,262.0,1028.0,11781.0,17368.0,15454.0,6872.0,44.0,49.0,103.0,114269.0,255.0,129.0,126.0,177.0,0.0,16.0,1466,1040188491776.0,1053365274112,1053734904832,1040188476285,1053365290572,1053982180586,1054351774284,1053734889424,1,1-4,746,1,4,13592,13519.993306211361,72.00669378863859,LOS
905,42280,3,0,4,"6d,",2298575,0,3,110,1024,64,,8b8b8b8b,,,748.8,1520,1.68207123523622e-06,-80.555,-81.232,13568,20485,287,1020,18033,18677,12022,13568,60,14,4,16561,255,128,126,178,0,16,29115,1068071876608,1081248835584,1081618309120,1068071893068,41959,3,0,4,"6d,",2300128,,13623,8b8b8b8b,1,16460,749.872,1088.0,-1.68207123523622e-06,-80.161,-82.99,28416.0,19460.0,292.0,1027.0,17238.0,18634.0,12525.0,8006.0,44.0,49.0,107.0,114149.0,255.0,129.0,126.0,177.0,0.0,16.0,22203,1067454999552.0,1080631866368,1081001408512,1067454984427,1080631882828,1081248820121,1081618325580,1081001393454,1,1-4,748,1,4,13623,13519.993306211361,103.00669378863859,LOS
907,42282,3,0,4,"6d,",2298685,0,3,110,1024,64,,8b8b8b8b,,,745.584,1329,1.71210822157972e-06,-80.64699999999999,-81.377,18432,20741,275,1020,12251,18157,17239,18432,52,13,3,16449,255,128,126,178,0,16,56250,23093355008,36270289408,36639788032,23093371468,41961,3,0,4,"6d,",2300237,,13629,8b8b8b8b,1,16460,745.584,1031.0,-1.62199726254921e-06,-80.395,-81.305,19456.0,18180.0,272.0,1027.0,12654.0,18290.0,15904.0,7332.0,40.0,50.0,105.0,114029.0,255.0,129.0,126.0,177.0,0.0,16.0,28346,22476383744.0,35653225472,36022793216,22476368336,35653241932,36270273700,36639804492,36022777894,1,1-4,745,1,4,13629,13519.993306211361,109.00669378863859,LOS
908,42283,3,0,4,"6d,",2298739,0,3,110,1024,64,,8b8b8b8b,,,747.704,1475,1.86229315329724e-06,-80.734,-81.561,55040,24325,305,1021,18963,19169,16433,55040,60,12,7,16424,255,128,126,178,0,16,5050,50359914496,63536926720,63906340864,50359930956,41962,3,0,4,"6d,",2300292,,13567,8b8b8b8b,1,16460,751.9680000000001,1032.0,-1.74214520792323e-06,-80.05199999999999,-82.99600000000001,52224.0,18436.0,287.0,1026.0,13071.0,18704.0,15952.0,7543.0,40.0,48.0,105.0,114236.0,255.0,129.0,126.0,177.0,0.0,16.0,4027,49742895616.0,62919815680,63289298944,49742880576,62919832140,63536911147,63906357324,63289283460,1,1-4,747,1,4,13567,13519.993306211361,47.006693788638586,LOS
909,42284,3,0,4,"6d,",2298794,0,3,110,1024,64,,8b8b8b8b,,,749.84,1562,1.83225616695374e-06,-80.493,-81.275,23808,23046,313,1052,18250,19842,16012,23808,64,14,37,16561,255,128,126,178,0,16,19131,77626459648,90803372544,91172894208,77626476108,41963,3,0,4,"6d,",2300346,,13576,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,77009393664,,90186214400,90555804672,77009378472,90186230860,90803357121,91172910668,90555789554,1,1-4,749,1,4,13576,13519.993306211361,56.006693788638586,LOS
911,42286,3,0,4,"6d,",2298903,0,3,110,1024,64,,8b8b8b8b,,,745.6080000000001,1328,1.5018493171752e-06,-80.845,-81.59899999999999,25856,20485,263,1020,16273,17614,13148,25856,52,13,7,16497,255,128,126,178,0,16,37306,132159567872,145336520192,145706004480,132159584332,41965,3,0,4,"6d,",2300456,,13595,8b8b8b8b,1,16460,744.544,1133.0,-1.62199726254921e-06,-81.9,-82.625,12288.0,19716.0,314.0,1027.0,17609.0,19364.0,12918.0,8717.0,48.0,49.0,105.0,114189.0,255.0,129.0,126.0,177.0,0.0,16.0,51642,131542407680.0,144719267328,145088820736,131542392236,144719283788,145336504513,145706020940,145088805370,1,1-4,745,1,4,13595,13519.993306211361,75.00669378863859,LOS
912,42287,3,0,4,"6d,",2298958,0,3,110,1024,64,,8b8b8b8b,,,747.7439999999999,1418,1.47181233083169e-06,-80.536,-81.2,60416,18949,284,1050,16435,18771,13157,60416,56,13,37,16545,255,128,126,178,0,16,13242,159426121216,172602965504,172972553728,159426137676,41966,3,0,4,"6d,",2300510,,13583,8b8b8b8b,1,16460,750.904,1127.0,-1.65203424889272e-06,-80.308,-81.263,39168.0,18180.0,265.0,1028.0,15718.0,16487.0,13560.0,6820.0,48.0,49.0,103.0,114341.0,255.0,129.0,126.0,177.0,0.0,16.0,26299,158808913408.0,171985665536,172355322880,158808898325,171985681996,172602949960,172972570188,172355307374,1,1-4,747,1,4,13583,13519.993306211361,63.006693788638586,LOS
913,42288,3,0,4,"6d,",2299012,0,3,110,1024,64,,8b8b8b8b,,,749.8639999999999,1368,1.95240411232776e-06,-80.60600000000001,-81.139,29184,20485,262,1052,16435,16654,10962,29184,56,14,38,16352,255,128,126,178,0,16,13243,186692674560,199869602816,200239107072,186692691020,41967,3,0,4,"6d,",2300565,,13591,8b8b8b8b,1,16460,748.7760000000001,1224.0,-2.01247808501476e-06,-80.26899999999999,-81.27199999999999,6912.0,18436.0,271.0,1027.0,14552.0,18043.0,14116.0,7070.0,48.0,47.0,105.0,114125.0,255.0,129.0,126.0,177.0,0.0,16.0,55483,186075419648.0,199252255744,199621828608,186075404423,199252272204,199869587414,200239123532,199621813476,1,1-4,749,1,4,13591,13519.993306211361,71.00669378863859,LOS
914,42289,3,0,4,"6d,",2299067,0,3,110,1024,64,,8b8b8b8b,,,744.52,1381,1.86229315329724e-06,-80.84,-81.619,2304,23813,264,1021,14482,16620,16466,2304,56,12,6,16439,255,128,126,178,0,16,37562,213959227392,227136241152,227505660416,213959243852,41968,3,0,4,"6d,",2300619,,13584,8b8b8b8b,1,16460,746.64,1325.0,-1.83225616695374e-06,-80.168,-81.008,34304.0,19717.0,309.0,1026.0,14712.0,19845.0,17053.0,8979.0,52.0,49.0,105.0,114149.0,255.0,129.0,126.0,177.0,0.0,16.0,30906,213341925376.0,226518846464,226888334848,213341910018,226518862924,227136225373,227505676876,226888319578,1,1-4,744,1,4,13584,13519.993306211361,64.00669378863859,LOS
915,42290,3,0,4,"6d,",2299122,0,3,110,1024,64,,8b8b8b8b,,,746.64,1326,1.95240411232776e-06,-80.806,-81.7,37120,19973,271,1050,14573,18228,16377,37120,52,13,33,16505,255,128,126,178,0,16,60858,241225780736,254402622464,254772217344,241225797196,41969,3,0,4,"6d,",2300674,,13615,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,240608431616,,253785180672,254154844672,240608416122,253785197132,254402606829,254772233804,254154829271,1,1-4,746,1,4,13615,13519.993306211361,95.00669378863859,LOS
916,42291,3,0,4,"6d,",2299176,0,3,110,1024,64,,8b8b8b8b,,,748.7760000000001,1531,2.04251507135827e-06,-79.11,-81.92399999999999,3072,23301,260,1052,15517,16786,16287,3072,60,13,39,16704,255,128,126,178,0,16,40379,268492332032,281669261824,282038766592,268492348492,41970,3,0,4,"6d,",2300729,,13610,8b8b8b8b,1,16460,750.904,1134.0,-1.71210822157972e-06,-80.143,-81.07600000000001,35072.0,19972.0,279.0,1027.0,12397.0,18398.0,15939.0,7278.0,44.0,48.0,104.0,114165.0,255.0,129.0,126.0,177.0,0.0,16.0,28091,267874935296.0,281051772928,281421346304,267874920189,281051789388,281669246312,282038783052,281421331290,1,1-4,748,1,4,13610,13519.993306211361,90.00669378863859,LOS
918,42293,3,0,4,"6d,",2299285,0,3,110,1024,64,,8b8b8b8b,,,744.52,1283,2.01247808501476e-06,-80.543,-81.32600000000001,2560,22277,318,1051,16431,19839,19061,2560,52,14,36,16512,255,128,126,178,0,16,12218,323025440256,336202343424,336571873280,323025456716,41972,3,0,4,"6d,",2300838,,13583,8b8b8b8b,1,16460,745.6160000000001,998.0,-1.92236712598425e-06,-80.117,-82.678,32000.0,19971.0,306.0,1027.0,19047.0,18585.0,10531.0,8703.0,40.0,49.0,106.0,114166.0,255.0,129.0,126.0,177.0,0.0,16.0,26554,322407949312.0,335584759808,335954358784,322407933945,335584776268,336202327662,336571889740,335954343496,1,1-4,744,1,4,13583,13519.993306211361,63.006693788638586,LOS
919,42294,3,0,4,"6d,",2299340,0,3,110,1024,64,,8b8b8b8b,,,746.648,1424,1.68207123523622e-06,-80.91199999999999,-81.75399999999999,39168,20485,261,1021,16531,16824,14387,39168,56,13,6,16383,255,128,126,178,0,16,37818,350291991552,363468980736,363838426624,350292008012,41973,3,0,4,"6d,",2300893,,13594,8b8b8b8b,1,16460,743.488,1228.0,-1.80221918061024e-06,-80.449,-81.309,61184.0,19460.0,282.0,1026.0,17644.0,18391.0,12443.0,7979.0,48.0,50.0,106.0,114070.0,255.0,129.0,126.0,177.0,0.0,16.0,60601,349674453504.0,362851350016,363220865024,349674438003,362851366476,363468965109,363838443084,363220849606,1,1-4,746,1,4,13594,13519.993306211361,74.00669378863859,LOS
920,42295,3,0,4,"6d,",2299395,0,3,110,1024,64,,8b8b8b8b,,,748.7760000000001,1237,1.83225616695374e-06,-80.295,-81.063,6400,23812,329,1019,19097,19935,16508,6400,52,13,4,16424,255,128,126,178,0,16,39355,377558544896,390735426560,391104979456,377558561356,41974,3,0,4,"6d,",2300947,,13581,8b8b8b8b,1,16460,749.8639999999999,1182.0,-1.7721821942667302e-06,-80.292,-81.14699999999999,29184.0,19972.0,288.0,1028.0,18479.0,18095.0,11800.0,8027.0,48.0,50.0,101.0,114101.0,255.0,129.0,126.0,177.0,0.0,16.0,12219,376940959232.0,390117748736,390487370240,376940944118,390117765196,390735411061,391104995916,390487355200,1,1-4,748,1,4,13581,13519.993306211361,61.006693788638586,LOS
922,42297,3,0,4,"6d,",2299504,0,3,110,1024,64,,8b8b8b8b,,,744.544,1519,1.8923301396407504e-06,-80.547,-81.153,12800,20229,265,1051,16008,17347,11318,12800,60,14,37,16424,255,128,126,178,0,16,35002,432091651072,445268510208,445638088192,432091667532,41976,3,0,4,"6d,",2301056,,13613,8b8b8b8b,1,16460,745.584,1226.0,-1.74214520792323e-06,-80.413,-81.344,22784.0,18948.0,289.0,1028.0,15426.0,19300.0,15532.0,8310.0,48.0,48.0,106.0,113966.0,255.0,129.0,126.0,177.0,0.0,16.0,17082,431473971200.0,444650737664,445020384768,431473955789,444650754124,445268494486,445638104652,445020369453,1,1-4,744,1,4,13613,13519.993306211361,93.00669378863859,LOS
923,42298,3,0,4,"6d,",2299558,0,3,110,1024,64,,8b8b8b8b,,,747.704,1330,1.65203424889272e-06,-80.796,-81.464,49920,20997,271,1020,11846,17836,17648,49920,52,14,5,16296,255,128,126,178,0,16,18106,459358204416,472535147520,472904641024,459358220876,41977,3,0,4,"6d,",2301111,,13623,8b8b8b8b,1,16460,751.9680000000001,1185.0,-1.92236712598425e-06,-81.994,-81.023,55808.0,20740.0,302.0,1027.0,16339.0,19270.0,15012.0,8240.0,48.0,48.0,105.0,114022.0,255.0,129.0,126.0,177.0,0.0,16.0,54203,458740476928.0,471917327872,472286890496,458740461902,471917344332,472535131943,472904657484,472286875040,1,1-4,747,1,4,13623,13519.993306211361,103.00669378863859,LOS
924,42299,3,0,4,"6d,",2299613,0,3,110,1024,64,,8b8b8b8b,,,749.832,1502,1.95240411232776e-06,-80.59100000000001,-81.468,20480,24069,325,1021,18759,20226,18632,20480,64,13,7,16576,255,128,126,178,0,16,18363,486624759808,499801786880,500171192320,486624776268,41978,3,0,4,"6d,",2301166,,13585,8b8b8b8b,1,16460,748.808,1082.0,-1.74214520792323e-06,-80.351,-82.875,14592.0,17924.0,262.0,1025.0,16614.0,16159.0,9546.0,6734.0,44.0,50.0,104.0,114293.0,255.0,129.0,126.0,177.0,0.0,16.0,59067,486006985216.0,499183920128,499553394176,486006970045,499183936588,499801771436,500171208780,499553379083,1,1-4,749,1,4,13585,13519.993306211361,65.00669378863859,LOS
925,42300,3,0,4,"6d,",2299668,0,3,110,1024,64,,8b8b8b8b,,,743.48,1427,1.80221918061024e-06,-80.745,-81.643,57344,21253,272,1052,16469,18098,14467,57344,56,13,39,16712,255,128,126,178,0,16,21945,513891311104,527068233216,527437745664,513891327564,41979,3,0,4,"6d,",2301220,,13611,8b8b8b8b,1,16460,746.672,1142.0,-1.68207123523622e-06,-80.044,-82.61,46336.0,22020.0,332.0,1027.0,19987.0,19824.0,12519.0,10075.0,48.0,49.0,108.0,114142.0,255.0,129.0,126.0,177.0,0.0,16.0,5050,513273489408.0,526450318848,526819900416,513273474097,526450335308,527068217404,527437762124,526819885190,1,1-4,743,1,4,13611,13519.993306211361,91.00669378863859,LOS
926,42301,3,0,4,"6d,",2299722,0,3,110,1024,64,,8b8b8b8b,,,745.6080000000001,1623,1.71210822157972e-06,-80.87899999999999,-81.632,24832,22278,293,1021,17913,19456,15364,24832,64,12,8,16663,255,128,126,178,0,16,63930,541157865984,554334870528,554704299008,541157882444,41980,3,0,4,"6d,",2301275,,13582,8b8b8b8b,1,16460,744.552,993.0,-1.74214520792323e-06,-80.153,-81.082,10240.0,18691.0,270.0,1026.0,16846.0,16464.0,12040.0,6832.0,40.0,49.0,104.0,114237.0,255.0,129.0,126.0,177.0,0.0,16.0,52922,540539997184.0,553716909056,554086406656,540539981732,553716925516,554334854837,554704315468,554086391297,1,1-4,745,1,4,13582,13519.993306211361,62.006693788638586,LOS
927,42302,3,0,4,"6d,",2299777,0,3,110,1024,64,,8b8b8b8b,,,747.7439999999999,1228,1.62199726254921e-06,-80.656,-81.43,59904,19460,267,1020,16125,17891,12703,59904,48,14,5,16552,255,128,126,178,0,16,64954,568424417280,581601379840,581970851840,568424433740,41981,3,0,4,"6d,",2301329,,13612,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,567806500864,,580983371264,581352912384,567806485785,580983387724,581601364302,581970868300,581352896885,1,1-4,747,1,4,13612,13519.993306211361,92.00669378863859,LOS
928,42303,3,0,4,"6d,",2299832,0,3,110,1024,64,,8b8b8b8b,,,749.872,1085,1.8923301396407504e-06,-80.533,-81.16,28160,18692,265,1052,16667,16669,11434,28160,44,13,40,16448,255,128,126,178,0,16,7099,595690970624,608867891712,609237405184,595690987084,41982,3,0,4,"6d,",2301384,,13592,8b8b8b8b,1,16460,748.768,1234.0,-1.68207123523622e-06,-80.154,-81.069,4352.0,20996.0,299.0,1027.0,14484.0,19288.0,16549.0,8380.0,48.0,50.0,105.0,114061.0,255.0,129.0,126.0,177.0,0.0,16.0,38075,595073007104.0,608249836032,608619418112,595072991893,608249852492,608867876298,609237421644,608619402992,1,1-4,749,1,4,13592,13519.993306211361,72.00669378863859,LOS
930,42305,3,0,4,"6d,",2299941,0,3,110,1024,64,,8b8b8b8b,,,745.6080000000001,1281,1.65203424889272e-06,-80.418,-82.994,29184,21765,266,1051,16631,16512,10788,29184,52,13,36,16352,255,128,126,178,0,16,63418,650224078848,663400971264,663770511872,650224095308,41984,3,0,4,"6d,",2301493,,13596,8b8b8b8b,1,16460,744.52,1223.0,-2.07255205770177e-06,-80.461,-81.43,6400.0,18180.0,264.0,1027.0,14739.0,17631.0,14029.0,7012.0,48.0,48.0,106.0,114252.0,255.0,129.0,126.0,177.0,0.0,16.0,37818,649606021120.0,662782820864,663152430592,649606005645,662782837324,663400955598,663770528332,663152415214,1,1-4,745,1,4,13596,13519.993306211361,76.00669378863859,LOS
933,42308,3,0,4,"6d,",2300105,0,3,110,1024,64,,8b8b8b8b,,,744.544,1133,1.65203424889272e-06,-80.628,-81.575,8448,19716,281,1021,16813,18817,14575,8448,44,13,8,16721,255,128,126,178,0,16,44474,732023738368,745200755712,745570172928,732023754828,41987,3,0,4,"6d,",2301657,,13611,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,731405538816,,744582463488,744951949824,731405523453,744582479948,745200739965,745570189388,744951934533,1,1-4,744,1,4,13611,13519.993306211361,91.00669378863859,LOS
934,42309,3,0,4,"6d,",2300159,0,3,110,1024,64,,8b8b8b8b,,,714.64,1325,1.92236712598425e-06,-90.659,-81.438,37376,19717,264,1053,14176,17184,15166,37376,52,15,39,16666,255,128,126,178,0,16,24754,759290291712,772467267584,772836724224,759290308172,41988,3,0,4,"6d,",2301712,,13578,8b8b8b8b,1,16460,751.1,1325.0,-1.59196027620571e-06,-80.257,-81.155,60672.0,19717.0,283.0,1026.0,16807.0,18410.0,12668.0,7688.0,52.0,49.0,106.0,114204.0,255.0,129.0,126.0,177.0,0.0,16.0,42939,758672044544.0,771848926208,772218454016,758672029545,771848942668,772467249918,772836740684,772218438582,1,1-4,714,1,4,13578,13519.993306211361,58.006693788638586,LOS
935,42310,3,0,4,"6d,",2300214,0,3,110,1024,64,,8b8b8b8b,,,748.7760000000001,1431,1.68207123523622e-06,-80.618,-81.592,6656,22277,279,1051,16026,18658,15343,6656,56,13,34,16521,255,128,126,178,0,16,39611,786556843008,799733712896,800103277568,786556859468,41989,3,0,4,"6d,",2301766,,13567,8b8b8b8b,1,16460,749.872,1129.0,-1.5619232898622e-06,-80.558,-81.377,28160.0,18692.0,279.0,1028.0,17451.0,18394.0,12526.0,8009.0,44.0,49.0,105.0,114165.0,255.0,129.0,126.0,177.0,0.0,16.0,11195,785938548736.0,799115326464,799484959744,785938533610,799115342924,799733697398,800103294028,799484944697,1,1-4,748,1,4,13567,13519.993306211361,47.006693788638586,LOS
937,42312,3,0,4,"6d,",2300323,0,3,110,1024,64,,8b8b8b8b,,,744.544,1379,1.59196027620571e-06,-80.38,-82.838,13824,23301,313,1021,18750,19612,12366,13824,56,14,5,16496,255,128,126,178,0,16,16058,841089951232,854266985984,854636383744,841089967692,41991,3,0,4,"6d,",2301876,,13594,8b8b8b8b,1,16460,745.584,1134.0,-1.7721821942667302e-06,-80.285,-81.358,22528.0,19972.0,286.0,1025.0,15572.0,19029.0,15238.0,7903.0,44.0,49.0,106.0,114117.0,255.0,129.0,126.0,177.0,0.0,16.0,54458,840471562752.0,853648504832,854017971712,840471547348,853648521292,854266970266,854636400204,854017956385,1,1-4,744,1,4,13594,13519.993306211361,74.00669378863859,LOS
938,42313,3,0,4,"6d,",2300378,0,3,110,1024,64,,8b8b8b8b,,,747.712,1470,1.74214520792323e-06,-80.419,-81.19800000000001,51712,23045,317,1020,16551,19885,17931,51712,60,13,6,16728,255,128,126,178,0,16,42938,868356504064,881533433856,881902937088,868356520524,41992,3,0,4,"6d,",2301930,,13591,8b8b8b8b,1,16460,751.9680000000001,1178.0,-2.13262603038878e-06,-80.207,-81.10300000000001,51968.0,18948.0,264.0,1027.0,13317.0,16614.0,14796.0,6614.0,48.0,47.0,104.0,114077.0,255.0,129.0,126.0,177.0,0.0,16.0,1467,867738067968.0,880914905600,881284477952,867738052919,880914922060,881533418278,881902953548,881284462484,1,1-4,747,1,4,13591,13519.993306211361,71.00669378863859,LOS
939,42314,3,0,4,"6d,",2300432,0,3,110,1024,64,,8b8b8b8b,,,749.8639999999999,1681,1.65203424889272e-06,-80.938,-81.654,26112,20742,281,1021,17411,18946,14236,26112,64,12,10,16720,255,128,126,178,0,16,955,895623055360,908800069120,909169492480,895623071820,41993,3,0,4,"6d,",2301985,,13580,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,895004572160,,908181493760,908550985728,895004556973,908181510220,908800053690,909169508940,908550970619,1,1-4,749,1,4,13580,13519.993306211361,60.006693788638586,LOS
941,42316,3,0,4,"6d,",2300542,0,3,110,1024,64,,8b8b8b8b,,,745.6080000000001,1565,1.5619232898622e-06,-80.44,-82.82600000000001,30208,23814,305,1052,17865,19358,12167,30208,64,14,37,16488,255,128,126,178,0,16,51642,950156162048,963333090816,963702596608,950156178508,41995,3,0,4,"6d,",2302094,,13602,8b8b8b8b,1,16460,744.52,1223.0,-1.71210822157972e-06,-81.93299999999999,-82.805,3584.0,20228.0,326.0,1027.0,15799.0,19974.0,17569.0,9469.0,52.0,50.0,104.0,114054.0,255.0,129.0,126.0,177.0,0.0,16.0,47034,949537584640.0,962714420736,963083995648,949537569170,962714437196,963333075162,963702613068,963083980260,1,1-4,745,1,4,13602,13519.993306211361,82.00669378863859,LOS
942,42317,3,0,4,"6d,",2300596,0,3,110,1024,64,,8b8b8b8b,,,747.7439999999999,1631,1.47181233083169e-06,-80.561,-82.848,64000,24326,299,1021,19478,17910,10630,64000,64,13,7,16625,255,128,126,178,0,16,5818,977422716928,990599726080,990969149952,977422733388,41996,3,0,4,"6d,",2302149,,13599,8b8b8b8b,1,16460,750.904,1503.0,-1.62199726254921e-06,-80.062,-82.98100000000001,36096.0,24325.0,332.0,1026.0,16979.0,20413.0,18134.0,10117.0,64.0,50.0,104.0,114054.0,255.0,129.0,126.0,177.0,0.0,16.0,21435,976804091904.0,989981008896,990350501376,976804076817,989981025356,990599710550,990969166412,990350486375,1,1-4,747,1,4,13599,13519.993306211361,79.00669378863859,LOS
944,42319,3,0,4,"6d,",2300705,0,3,110,1024,64,,8b8b8b8b,,,744.512,1426,1.7721821942667302e-06,-79.002,-81.862,4352,20997,264,1021,15284,17300,16366,4352,56,13,4,16602,255,128,126,178,0,16,46266,1031955821568,1045132809728,1045502260224,1031955838028,41998,3,0,4,"6d,",2302258,,13578,8b8b8b8b,1,16460,745.6160000000001,1137.0,-1.7721821942667302e-06,-80.192,-82.94,31488.0,20740.0,278.0,1026.0,18099.0,17069.0,9952.0,7308.0,44.0,49.0,107.0,114318.0,255.0,129.0,126.0,177.0,0.0,16.0,46010,1031337102336.0,1044513997824,1044883517440,1031337086967,1044514014284,1045132793965,1045502276684,1044883502151,1,1-4,744,1,4,13578,13519.993306211361,58.006693788638586,LOS
