,slot_ID_tag,model_tag,revision_tag,anchor_ID_tag,NPM_tag,RMoteclk_tag,Attenuation_tag,channel,bitrate,preamble,prf,distance_tag,txpower_tag,anchor_tag,antenna_delay_tag,fpindex_tag,ldethres_tag,rxtofs_tag,rxpower_tag,fppower_tag,ppampl_tag,ppindex_tag,rxpacc_tag,rxpacc_nosat_tag,fp_ampl1_tag,fp_ampl2_tag,fp_ampl3_tag,CIR_pwr_tag,CIR_noise_tag,rsmpdel_tag,rcphase_tag,DRX_CAR_INT_tag,OTP_temp_cal_tag,otp_temp_23_tag,sar_temp_l_tag,sar_bat_l_tag,pgdelaycount_tag,pgdelay_tag,LDE_RX_ANT_tag,RAWT1,RAWT4,RAWT5,T1,slot_ID_anchor,model_anchor,revision_anchor,anchor_ID_anchor,NPM_anchor,RMoteclk_anchor,Attenuation_anchor,distance_anchor,txpower_anchor,anchor_anchor,antenna_delay_anchor,fpindex_anchor,ldethres_anchor,rxtofs_anchor,rxpower_anchor,fppower_anchor,ppampl_anchor,ppindex_anchor,rxpacc_anchor,rxpacc_nosat_anchor,fp_ampl1_anchor,fp_ampl2_anchor,fp_ampl3_anchor,CIR_pwr_anchor,CIR_noise_anchor,rsmpdel_anchor,rcphase_anchor,DRX_CAR_INT_anchor,OTP_temp_cal_anchor,otp_temp_23_anchor,sar_temp_l_anchor,sar_bat_l_anchor,pgdelaycount_anchor,pgdelay_anchor,LDE_RX_ANT_anchor,RAWT2,RAWT3,RAWT6,T2,T3,T4,T5,T6,location_ID,loc_tag,fpi,tag_ID,anchor_ID,distance_UWB,distance_GT,error,NLOS
4430,6274,3,0,1,"6d,",341944,0,3,110,1024,64,,8b8b8b8b,,,747.7439999999999,1086,129.007872123418,-80.084,-82.95200000000001,60160,18948,291,1051,16281,18706,13191,60160,44,48,109,114352,255,129,126,177,0,16,39354,986288282624,999465178624,999834737152,986288299084,6261,3,0,1,"6d,",347252,,13584,8b8b8b8b,1,16460,749.8639999999999,1332.0,1.59196027620571e-06,-80.556,-81.328,28672.0,21509.0,280.0,1027.0,17149.0,18592.0,12515.0,8062.0,52.0,13.0,116.0,16095.0,255.0,128.0,126.0,177.0,0.0,16.0,64955,985718829568.0,998895678464,999265307136,985718814156,998895694924,999465163359,999834753612,999265291593,4,4-1,747,4,1,13584,13519.993306211361,64.00669378863859,LOS
4431,6275,3,0,1,"6d,",341999,0,3,110,1024,64,,8b8b8b8b,,,746.68,1089,129.007872213529,-80.197,-82.654,47104,19716,315,1050,19791,18577,11244,47104,44,49,105,114649,255,129,126,177,0,16,20410,1013554875904,1026731681792,1027101330432,1013554892364,6262,3,0,1,"6d,",347307,,13595,8b8b8b8b,1,16460,750.8960000000001,1234.0,1.65203424889272e-06,-80.792,-81.722,38400.0,20996.0,266.0,1028.0,15283.0,17583.0,15634.0,7682.0,48.0,13.0,116.0,16190.0,255.0,128.0,126.0,177.0,0.0,16.0,46011,1012985468928.0,1026162227712,1026531946496,1012985453554,1026162244172,1026731666484,1027101346892,1026531931001,4,4-1,746,4,1,13595,13519.993306211361,75.00669378863859,LOS
4432,6276,3,0,1,"6d,",342053,0,3,110,1024,64,,8b8b8b8b,,,745.6160000000001,1231,129.007872093381,-80.38600000000001,-82.959,31488,20228,263,1020,16953,16338,9547,31488,48,49,7,114496,255,129,126,177,0,16,14778,1040821477376,1053998443008,1054367925760,1040821493836,6263,3,0,1,"6d,",347361,,13566,8b8b8b8b,1,16460,751.96,1283.0,1.68207123523622e-06,-80.979,-81.877,53504.0,21253.0,276.0,1025.0,15693.0,18824.0,16657.0,8634.0,48.0,13.0,113.0,15903.0,255.0,128.0,126.0,177.0,0.0,16.0,19899,1040252116480.0,1053429035008,1053798587904,1040252101165,1053429051468,1053998427639,1054367942220,1053798572457,4,4-1,745,4,1,13566,13519.993306211361,46.006693788638586,LOS
4433,6277,3,0,1,"6d,",342108,0,3,110,1024,64,,8b8b8b8b,,,745.576,1227,129.00787260401,-80.234,-81.27,22272,19204,271,1019,14591,17773,14404,22272,48,50,8,114480,255,129,126,177,0,16,65466,1068088070656,1081264950272,1081634516992,1068088087116,6264,3,0,1,"6d,",347416,,13619,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,1067518755840,,1080695588352,1081065225216,1067518740560,1080695604812,1081264934875,1081634533452,1081065209820,4,4-1,745,4,1,13619,13519.993306211361,99.00669378863859,LOS
4434,6278,3,0,1,"6d,",342163,0,3,110,1024,64,,8b8b8b8b,,,744.552,1178,129.007872333677,-80.434,-81.28,12032,18948,272,1049,17476,17356,11693,12032,48,49,107,114512,255,129,126,177,0,16,17594,1095354655744,9019826176,9389482496,1095354672204,6265,3,0,1,"6d,",347470,,13567,8b8b8b8b,1,16460,744.512,1281.0,1.5018493171752e-06,-80.535,-81.385,5376.0,21765.0,264.0,1028.0,14785.0,16857.0,14651.0,7133.0,52.0,13.0,118.0,16246.0,255.0,128.0,126.0,177.0,0.0,16.0,49594,1094785387520.0,8450510336,8820236800,1094785371761,8450526796,9019810731,9389498956,8820221430,4,4-1,744,4,1,13567,13519.993306211361,47.006693788638586,LOS
4435,6279,3,0,1,"6d,",342217,0,3,110,1024,64,,8b8b8b8b,,,744.512,1129,129.007872423788,-80.453,-81.262,1280,18692,261,1020,12471,17216,15154,1280,44,50,8,114489,255,129,126,177,0,16,47034,23109629440,36286588928,36656076288,23109645900,6266,3,0,1,"6d,",347525,,13576,8b8b8b8b,1,16460,745.584,1334.0,2.07255205770177e-06,-80.807,-81.631,19712.0,22021.0,279.0,1025.0,13590.0,18723.0,17683.0,8482.0,52.0,13.0,117.0,16197.0,255.0,128.0,126.0,177.0,0.0,16.0,5818,22540407296.0,35717319168,36086876672,22540391593,35717335628,36286573449,36656092748,36086861339,4,4-1,744,4,1,13576,13519.993306211361,56.006693788638586,LOS
4436,6280,3,0,1,"6d,",342272,0,3,110,1024,64,,8b8b8b8b,,,743.488,1236,129.007872333677,-80.482,-81.456,60160,21508,277,1051,17645,18138,12747,60160,48,51,102,114583,255,129,126,177,0,16,60857,50376216576,63553094656,63922669568,50376233036,6267,3,0,1,"6d,",347580,,13608,8b8b8b8b,1,16460,745.6080000000001,1535.0,1.62199726254921e-06,-80.797,-81.493,26368.0,24325.0,296.0,1027.0,18357.0,19495.0,14402.0,9523.0,60.0,12.0,118.0,16222.0,255.0,128.0,126.0,177.0,0.0,16.0,46522,49807040512.0,62983870976,63353516032,49807024827,62983887436,63553079159,63922686028,63353500731,4,4-1,743,4,1,13608,13519.993306211361,88.00669378863859,LOS
4439,6283,3,0,1,"6d,",342436,0,3,110,1024,64,,8b8b8b8b,,,749.872,1229,129.007872453825,-80.408,-81.235,28416,19716,286,1051,17514,18645,12609,28416,48,49,107,114632,255,129,126,177,0,16,27323,132175996416,145352865792,145722449408,132176012876,6270,3,0,1,"6d,",347744,,13572,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,131606958592,,144783780864,145153434624,131606943032,144783797324,145352850667,145722465868,145153418936,4,4-1,749,4,1,13572,13519.993306211361,52.006693788638586,LOS
4440,6284,3,0,1,"6d,",342490,0,3,110,1024,64,,8b8b8b8b,,,748.808,1227,129.00787230363997,-80.473,-81.459,11008,19204,276,1049,17427,18160,12808,11008,48,50,104,114535,255,129,126,177,0,16,5051,159442589696,172619369472,172989042688,159442606156,6271,3,0,1,"6d,",347798,,13588,8b8b8b8b,1,16460,748.7760000000001,1584.0,1.80221918061024e-06,-80.686,-81.582,6144.0,21510.0,282.0,1028.0,16155.0,18938.0,15389.0,8427.0,60.0,13.0,115.0,16293.0,255.0,128.0,126.0,177.0,0.0,16.0,7099,158873597952.0,172050330624,172420073984,158873582452,172050347084,172619354287,172989059148,172420058363,4,4-1,748,4,1,13588,13519.993306211361,68.00669378863859,LOS
4441,6285,3,0,1,"6d,",342545,0,3,110,1024,64,,8b8b8b8b,,,747.7439999999999,1231,129.007872363714,-80.30199999999999,-82.928,65024,20228,285,1020,18625,17595,9803,65024,48,50,8,114328,255,129,126,177,0,16,49594,186709182976,199886130176,200255635968,186709199436,6272,3,0,1,"6d,",347853,,13585,8b8b8b8b,1,16460,749.84,1424.0,1.8923301396407504e-06,-80.78399999999999,-81.734,22528.0,20485.0,269.0,1026.0,15522.0,18127.0,15415.0,7843.0,56.0,12.0,114.0,16182.0,255.0,128.0,126.0,177.0,0.0,16.0,41659,186140237312.0,199317137408,199686713344,186140221868,199317153868,199886114946,200255652428,199686697766,4,4-1,747,4,1,13585,13519.993306211361,65.00669378863859,LOS
4442,6286,3,0,1,"6d,",342600,0,3,110,1024,64,,8b8b8b8b,,,747.712,1133,129.007872363714,-80.351,-81.392,55296,19716,290,1050,16072,19329,15335,55296,44,49,105,114656,255,129,126,177,0,16,51386,213975782400,227152635904,227522229248,213975798860,6273,3,0,1,"6d,",347907,,13614,8b8b8b8b,1,16460,749.8639999999999,1559.0,1.5619232898622e-06,-80.387,-82.80799999999999,30464.0,22278.0,313.0,1027.0,18713.0,19604.0,12183.0,9690.0,64.0,13.0,115.0,16237.0,255.0,128.0,126.0,177.0,0.0,16.0,6587,213406882816.0,226583689216,226953352704,213406867411,226583705676,227152620628,227522245708,226953337185,4,4-1,747,4,1,13614,13519.993306211361,94.00669378863859,LOS
4443,6287,3,0,1,"6d,",342654,0,3,110,1024,64,,8b8b8b8b,,,746.672,1128,129.007872243566,-80.33,-81.398,41472,18436,278,1049,16420,18273,13942,41472,44,50,106,114641,255,129,126,177,0,16,9402,241242369536,254419141120,254788826112,241242385996,6274,3,0,1,"6d,",347962,,13612,8b8b8b8b,1,16460,750.928,1335.0,1.5619232898622e-06,-80.78,-81.50399999999999,42240.0,22277.0,265.0,1028.0,16263.0,17558.0,13045.0,7604.0,52.0,14.0,118.0,16118.0,255.0,128.0,126.0,177.0,0.0,16.0,34747,240673516032.0,253850240512,254219995648,240673500681,253850256972,254419125798,254788842572,254219980174,4,4-1,746,4,1,13612,13519.993306211361,92.00669378863859,LOS
4444,6288,3,0,1,"6d,",342709,0,3,110,1024,64,,8b8b8b8b,,,746.64,1127,129.007872213529,-80.26,-81.05,33280,18180,272,1052,10654,17938,16423,33280,44,48,103,114481,255,129,126,177,0,16,40634,268508960768,281685906432,282055415808,268508977228,6275,3,0,1,"6d,",348017,,13570,8b8b8b8b,1,16460,751.96,1231.0,1.8923301396407504e-06,-80.867,-81.744,54528.0,20228.0,261.0,1026.0,15768.0,16857.0,15124.0,7526.0,48.0,12.0,115.0,16085.0,255.0,128.0,126.0,177.0,0.0,16.0,39099,267940153344.0,281117051904,281486631424,267940138025,281117068364,281685891062,282055432268,281486615980,4,4-1,746,4,1,13570,13519.993306211361,50.006693788638586,LOS
4445,6289,3,0,1,"6d,",342764,0,3,110,1024,64,,8b8b8b8b,,,744.544,1135,129.00787230363997,-80.518,-81.325,13056,20228,275,1050,18102,17673,11298,13056,44,50,104,114560,255,129,126,177,0,16,46778,295775556096,308952407552,309322009088,295775572556,6276,3,0,1,"6d,",348071,,13599,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,295206795264,,308383599104,308753270784,295206779496,308383615564,308952392119,309322025548,308753255416,4,4-1,744,4,1,13599,13519.993306211361,79.00669378863859,LOS
4446,6290,3,0,1,"6d,",342818,0,3,110,1024,64,,8b8b8b8b,,,743.488,1233,129.007872393751,-80.52600000000001,-81.441,60160,20740,275,1021,17069,18273,12777,60160,48,49,8,114368,255,129,126,177,0,16,44473,323042149376,336231629312,336588604416,323042165836,6277,3,0,1,"6d,",348126,,13593,8b8b8b8b,1,16460,745.576,1277.0,1.83225616695374e-06,-80.91,-81.763,20736.0,20740.0,264.0,1025.0,16049.0,16910.0,15461.0,7775.0,52.0,11.0,114.0,16069.0,255.0,128.0,126.0,177.0,0.0,16.0,45498,322473434624.0,335662866944,336019912192,322473418909,335662883404,336231613799,336588620876,336019896880,4,4-1,743,4,1,13593,13519.993306211361,73.00669378863859,LOS
4448,6292,3,0,1,"6d,",342927,0,3,110,1024,64,,8b8b8b8b,,,749.8639999999999,1419,129.007872183492,-80.47800000000001,-81.3,28672,19205,277,1020,17556,17977,11965,28672,56,50,9,114489,255,129,126,177,0,16,38075,377575335936,390752306688,391121790976,377575352396,6279,3,0,1,"6d,",348235,,13604,8b8b8b8b,1,16460,747.704,1185.0,1.8923301396407504e-06,-80.777,-81.635,54016.0,20740.0,264.0,1025.0,15637.0,16843.0,15220.0,7541.0,48.0,12.0,114.0,16180.0,255.0,128.0,126.0,177.0,0.0,16.0,5562,377006713344.0,390183636992,390553191424,377006697767,390183653452,390752291572,391121807436,390553175741,4,4-1,749,4,1,13604,13519.993306211361,84.00669378863859,LOS
4449,6293,3,0,1,"6d,",342982,0,3,110,1024,64,,8b8b8b8b,,,749.832,1276,129.007872393751,-80.182,-81.008,17664,20484,317,1019,15066,20019,17905,17664,52,50,10,114433,255,129,126,177,0,16,55995,404841927168,418018812416,418388382208,404841943628,6280,3,0,1,"6d,",348290,,13617,8b8b8b8b,1,16460,748.768,1281.0,1.8923301396407504e-06,-80.83800000000001,-81.755,4864.0,20741.0,266.0,1027.0,14731.0,17873.0,16018.0,7765.0,48.0,12.0,117.0,16029.0,255.0,128.0,126.0,177.0,0.0,16.0,35771,404273350656.0,417450188800,417819828736,404273335143,417450205260,418018797257,418388398668,417819813101,4,4-1,749,4,1,13617,13519.993306211361,97.00669378863859,LOS
4450,6294,3,0,1,"6d,",343037,0,3,110,1024,64,,8b8b8b8b,,,748.7760000000001,1029,129.007872423788,-80.382,-81.36,7424,17668,266,1049,15440,17359,13579,7424,40,49,107,114377,255,129,126,177,0,16,20667,432108528640,445285317632,445654977536,432108545100,6281,3,0,1,"6d,",348344,,13596,8b8b8b8b,1,16460,748.808,1520.0,1.71210822157972e-06,-80.752,-81.361,14848.0,20485.0,282.0,1028.0,18179.0,18723.0,11537.0,8555.0,60.0,14.0,115.0,15998.0,255.0,128.0,126.0,177.0,0.0,16.0,955,431539998208.0,444716740096,445086470144,431539982750,444716756556,445285302425,445654993996,445086454548,4,4-1,748,4,1,13596,13519.993306211361,76.00669378863859,LOS
4451,6295,3,0,1,"6d,",343091,0,3,110,1024,64,,8b8b8b8b,,,747.7439999999999,1184,129.007872333677,-80.132,-82.98200000000001,61184,20484,292,1020,17193,18636,12529,61184,48,49,11,114600,255,129,126,177,0,16,10682,459375121920,472552078848,472921568768,459375138380,6282,3,0,1,"6d,",348399,,13571,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,458806637568,,471983547392,472353107456,458806622144,471983563852,472552063595,472921585228,472353091895,4,4-1,747,4,1,13571,13519.993306211361,51.006693788638586,LOS
4453,6297,3,0,1,"6d,",343200,0,3,110,1024,64,,8b8b8b8b,,,746.64,1273,129.007872363714,-80.551,-81.574,38656,18692,267,1049,15060,18003,14683,38656,48,48,106,114544,255,129,126,177,0,16,54458,513908302336,527085091840,527454755328,513908318796,6284,3,0,1,"6d,",348508,,13566,8b8b8b8b,1,16460,750.928,1657.0,1.65203424889272e-06,-80.53699999999999,-81.074,45056.0,23814.0,309.0,1028.0,18831.0,19667.0,13173.0,9775.0,68.0,12.0,118.0,16357.0,255.0,128.0,126.0,177.0,0.0,16.0,36795,513339910144.0,526516652544,526886386176,513339894788,526516669004,527085076491,527454771788,526886370710,4,4-1,746,4,1,13566,13519.993306211361,46.006693788638586,LOS
4454,6298,3,0,1,"6d,",343255,0,3,110,1024,64,,8b8b8b8b,,,745.6160000000001,1228,129.007872183492,-80.392,-81.374,27392,19460,284,1020,17907,18441,12935,27392,48,50,5,114423,255,129,126,177,0,16,62394,541174893568,554351850496,554721350656,541174910028,6285,3,0,1,"6d,",348563,,13582,8b8b8b8b,1,16460,751.9680000000001,1527.0,1.5619232898622e-06,-80.612,-81.405,56320.0,22277.0,264.0,1026.0,15095.0,17266.0,13953.0,7260.0,60.0,13.0,113.0,16102.0,255.0,128.0,126.0,177.0,0.0,16.0,63419,540606547456.0,553783457280,554153027584,540606532152,553783473740,554351835119,554721367116,554153012152,4,4-1,745,4,1,13582,13519.993306211361,62.006693788638586,LOS
4455,6299,3,0,1,"6d,",343310,0,3,110,1024,64,,8b8b8b8b,,,745.584,1228,129.00787230363997,-80.243,-81.14399999999999,19456,19460,276,1051,12219,18377,15960,19456,48,49,105,114416,255,129,126,177,0,16,48058,568441488896,581618358272,581987943936,568441505356,6286,3,0,1,"6d,",348617,,13590,8b8b8b8b,1,16460,744.52,1329.0,1.8923301396407504e-06,-80.811,-81.613,3072.0,20741.0,267.0,1027.0,13572.0,17764.0,16538.0,7775.0,52.0,11.0,116.0,16044.0,255.0,128.0,126.0,177.0,0.0,16.0,1210,567873189376.0,581050011136,581419666944,567873173592,581050027596,581618342856,581987960396,581419651555,4,4-1,745,4,1,13590,13519.993306211361,70.00669378863859,LOS
4456,6300,3,0,1,"6d,",343364,0,3,110,1024,64,,8b8b8b8b,,,744.52,1029,129.007872123418,-80.406,-81.298,3328,17668,268,1049,13144,17819,15309,3328,40,48,109,114176,255,129,126,177,0,16,22714,595708082176,608884861440,609254535168,595708098636,6287,3,0,1,"6d,",348672,,13573,8b8b8b8b,1,16460,744.544,1130.0,1.5619232898622e-06,-80.502,-81.191,12544.0,18948.0,274.0,1028.0,16374.0,18083.0,11996.0,7625.0,44.0,13.0,120.0,16310.0,255.0,128.0,126.0,177.0,0.0,16.0,63162,595139828736.0,608316560384,608686304256,595139813005,608316576844,608884845953,609254551628,608686288931,4,4-1,744,4,1,13573,13519.993306211361,53.006693788638586,LOS
4460,6304,3,0,1,"6d,",343583,0,3,110,1024,64,,8b8b8b8b,,,749.872,1330,129.007872273603,-80.507,-81.376,26880,20997,266,1052,16662,17183,12408,26880,52,49,103,114423,255,129,126,177,0,16,5819,704774461440,717951393792,718320908288,704774477900,6291,3,0,1,"6d,",348891,,13561,8b8b8b8b,1,16460,747.7360000000001,1382.0,1.80221918061024e-06,-80.889,-81.732,57856.0,20997.0,268.0,1026.0,16477.0,18114.0,14183.0,7975.0,52.0,13.0,115.0,16245.0,255.0,128.0,126.0,177.0,0.0,16.0,23994,704206392320.0,717383277568,717752862208,704206376766,717383294028,717951378661,718320924748,717752846521,4,4-1,749,4,1,13561,13519.993306211361,41.006693788638586,LOS
4461,6305,3,0,1,"6d,",343637,0,3,110,1024,64,,8b8b8b8b,,,748.808,1322,129.00787230363997,-80.50399999999999,-81.35,12032,18949,277,1050,17478,18141,12201,12032,52,50,106,114488,255,129,126,177,0,16,18107,732041048576,745217899008,745587503616,732041065036,6292,3,0,1,"6d,",348945,,13581,8b8b8b8b,1,16460,748.768,1731.0,1.92236712598425e-06,-80.82,-81.657,5376.0,25350.0,314.0,1027.0,18786.0,20204.0,17869.0,10775.0,68.0,12.0,116.0,16142.0,255.0,128.0,126.0,177.0,0.0,16.0,25275,731473025536.0,744649828864,745019503616,731473010025,744649845324,745217883827,745587520076,745019487988,4,4-1,748,4,1,13581,13519.993306211361,61.006693788638586,LOS
4462,6306,3,0,1,"6d,",343692,0,3,110,1024,64,,8b8b8b8b,,,748.768,1226,129.007871973233,-80.249,-81.01,256,18948,274,1049,10473,18046,16536,256,48,49,107,114569,255,129,126,177,0,16,59835,759307641856,772484408320,772854096896,759307658316,6293,3,0,1,"6d,",349000,,13586,8b8b8b8b,1,16460,749.832,1279.0,1.8923301396407504e-06,-80.84100000000001,-81.71300000000001,20736.0,21252.0,263.0,1028.0,15821.0,16521.0,15640.0,7596.0,52.0,12.0,116.0,16286.0,255.0,128.0,126.0,177.0,0.0,16.0,52667,758739664896.0,771916384256,772286142976,758739649445,771916400716,772484393085,772854113356,772286127404,4,4-1,748,4,1,13586,13519.993306211361,66.00669378863859,LOS
4463,6307,3,0,1,"6d,",343747,0,3,110,1024,64,,8b8b8b8b,,,747.704,1184,129.007872273603,-80.187,-81.082,53504,20484,320,1052,16860,20013,17267,53504,48,49,104,114640,255,129,126,177,0,16,56506,786574235136,799751167488,800120693760,786574251596,6294,3,0,1,"6d,",349054,,13586,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,786006304256,,799183189504,799552785920,786006288847,799183205964,799751152205,800120710220,799552770396,4,4-1,747,4,1,13586,13519.993306211361,66.00669378863859,LOS
4464,6308,3,0,1,"6d,",343801,0,3,110,1024,64,,8b8b8b8b,,,746.648,1326,129.007872483862,-80.32600000000001,-81.25,36352,19973,264,1050,13824,16914,14774,36352,52,48,105,114408,255,129,126,177,0,16,186,813840828416,827017671168,827387281408,813840844876,6295,3,0,1,"6d,",349109,,13571,8b8b8b8b,1,16460,750.928,1326.0,1.83225616695374e-06,-80.736,-81.171,46080.0,19973.0,262.0,1027.0,16294.0,17039.0,10809.0,7357.0,52.0,13.0,115.0,16029.0,255.0,128.0,126.0,177.0,0.0,16.0,42683,813272943616.0,826449739264,826819419648,813272928272,826449755724,827017655810,827387297868,826819404193,4,4-1,746,4,1,13571,13519.993306211361,51.006693788638586,LOS
4465,6309,3,0,1,"6d,",343856,0,3,110,1024,64,,8b8b8b8b,,,744.552,1093,129.007872363714,-81.862,-82.191,15360,20740,310,1024,19473,16718,9633,15360,44,50,5,114504,255,129,126,177,0,16,4538,841107421696,854297148416,854653874688,841107438156,6296,3,0,1,"6d,",349164,,13592,8b8b8b8b,1,16460,751.992,1383.0,1.62199726254921e-06,-80.548,-81.006,61952.0,24325.0,308.0,1021.0,19547.0,18952.0,12396.0,9738.0,56.0,12.0,111.0,15974.0,255.0,128.0,126.0,177.0,0.0,16.0,23483,840539582976.0,853729262592,854086059008,840539567686,853729279052,854297132992,854653891148,854086043606,4,4-1,744,4,1,13592,13519.993306211361,72.00669378863859,LOS
4466,6310,3,0,1,"6d,",343910,0,3,110,1024,64,,8b8b8b8b,,,744.544,1228,129.00787230363997,-80.003,-82.899,9472,21508,314,1050,18715,19003,14004,9472,52,50,105,114760,255,129,126,177,0,16,7098,868374012928,881550875648,881920467968,868374029388,6297,3,0,1,"6d,",349218,,13604,8b8b8b8b,1,16460,744.544,1329.0,1.65203424889272e-06,-80.685,-81.433,9984.0,20741.0,273.0,1027.0,16267.0,18229.0,13372.0,7895.0,52.0,12.0,116.0,16221.0,255.0,128.0,126.0,177.0,0.0,16.0,35770,867806220800.0,880983035904,881352698368,867806205051,880983052364,881550860201,881920484428,881352683016,4,4-1,744,4,1,13604,13519.993306211361,84.00669378863859,LOS
4467,6311,3,0,1,"6d,",343965,0,3,110,1024,64,,8b8b8b8b,,,743.48,1182,129.00787230363997,-80.182,-82.72,63232,19972,306,1049,19517,17982,11076,63232,48,49,106,114601,255,129,126,177,0,16,15801,895640614400,908817380864,909187063296,895640630860,6298,3,0,1,"6d,",349273,,13614,8b8b8b8b,1,16460,745.584,1189.0,1.83225616695374e-06,-80.421,-81.27,23296.0,21764.0,313.0,1028.0,18401.0,19824.0,15826.0,9766.0,48.0,13.0,117.0,16060.0,255.0,128.0,126.0,177.0,0.0,16.0,57786,895072868352.0,908249587200,908619339776,895072852663,908249603660,908817365363,909187079756,908619324482,4,4-1,743,4,1,13614,13519.993306211361,94.00669378863859,LOS
4468,6312,3,0,1,"6d,",344020,0,3,110,1024,64,,8b8b8b8b,,,743.448,1124,129.007872183492,-80.355,-81.285,53504,17412,263,1052,13563,17217,14674,53504,44,48,104,114400,255,129,126,177,0,16,64441,922907207680,936084140032,936453654528,922907224140,6299,3,0,1,"6d,",349327,,13600,8b8b8b8b,1,16460,746.64,1280.0,1.98244109867126e-06,-80.903,-81.567,34048.0,21509.0,265.0,1026.0,13834.0,16867.0,16672.0,7823.0,52.0,12.0,117.0,16166.0,255.0,128.0,126.0,177.0,0.0,16.0,2746,922339507712.0,935516392448,935885977600,922339492057,935516408908,936084124485,936453670988,935885961834,4,4-1,743,4,1,13600,13519.993306211361,80.00669378863859,LOS
4470,6314,3,0,1,"6d,",344129,0,3,110,1024,64,,8b8b8b8b,,,749.84,1228,129.007871973233,-80.35300000000001,-81.329,23808,19460,270,1021,15037,17884,13960,23808,48,48,9,114345,255,129,126,177,0,16,48571,977440388096,990617409536,990986841088,977440404556,6301,3,0,1,"6d,",349437,,13580,8b8b8b8b,1,16460,747.7439999999999,1406.0,1.65203424889272e-06,-80.26,-82.541,64000.0,22021.0,317.0,1025.0,19614.0,18517.0,11140.0,9652.0,60.0,13.0,115.0,16070.0,255.0,128.0,126.0,177.0,0.0,16.0,40634,976872780288.0,990049754624,990419256320,976872764758,990049771084,990617394385,990986857548,990419240661,4,4-1,749,4,1,13580,13519.993306211361,60.006693788638586,LOS
4471,6315,3,0,1,"6d,",344184,0,3,110,1024,64,,8b8b8b8b,,,748.8,1088,129.007872393751,-80.46300000000001,-81.34,9216,19460,267,1052,17110,16587,12582,9216,44,49,103,114449,255,129,126,177,0,16,54971,1004706987520,1017883911168,1018253434368,1004707003980,6302,3,0,1,"6d,",349491,,13556,8b8b8b8b,1,16460,748.8,1337.0,1.92236712598425e-06,-80.627,-81.452,8704.0,22789.0,299.0,1026.0,18471.0,19370.0,14770.0,9344.0,52.0,13.0,113.0,15981.0,255.0,128.0,126.0,177.0,0.0,16.0,10171,1004139425792.0,1017316302336,1017685895680,1004139410302,1017316318796,1017883895968,1018253450828,1017685880060,4,4-1,748,4,1,13556,13519.993306211361,36.006693788638586,LOS
4472,6316,3,0,1,"6d,",344238,0,3,110,1024,64,,8b8b8b8b,,,747.7360000000001,1225,129.007872213529,-81.89699999999999,-82.696,59136,20740,324,1050,19242,18997,13818,59136,52,49,106,114503,255,129,126,177,0,16,10938,1031973574656,1045150418432,1045520031232,1031973591116,6303,3,0,1,"6d,",349546,,13626,8b8b8b8b,1,16460,749.8639999999999,1588.0,1.8923301396407504e-06,-80.895,-81.686,25088.0,22534.0,280.0,1027.0,17123.0,18872.0,14681.0,8716.0,60.0,12.0,120.0,16254.0,255.0,128.0,126.0,177.0,0.0,16.0,58299,1031406059008.0,1044582855680,1044952538624,1031406043574,1044582872140,1045150403171,1045520047692,1044952523096,4,4-1,747,4,1,13626,13519.993306211361,106.00669378863859,LOS
4473,6317,3,0,1,"6d,",344293,0,3,110,1024,64,,8b8b8b8b,,,746.672,1037,129.007872093381,-80.219,-82.961,45568,17668,267,1021,16632,16498,10803,45568,44,49,6,114448,255,129,126,177,0,16,63674,1059240167936,1072417177600,1072786622976,1059240184396,6304,3,0,1,"6d,",349601,,13568,8b8b8b8b,1,16460,750.8960000000001,1415.0,2.04251507135827e-06,-80.35,-81.13600000000001,38144.0,24325.0,332.0,1025.0,19006.0,20066.0,17534.0,10810.0,60.0,13.0,115.0,16174.0,255.0,128.0,126.0,177.0,0.0,16.0,16059,1058672698368.0,1071849660928,1072219176448,1058672682993,1071849677388,1072417162286,1072786639436,1072219160947,4,4-1,746,4,1,13568,13519.993306211361,48.006693788638586,LOS
4475,6319,3,0,1,"6d,",344402,0,3,110,1024,64,,8b8b8b8b,,,744.544,1038,129.007872063344,-80.54,-81.29899999999999,13312,19972,281,1050,18171,18221,11606,13312,40,49,107,114489,255,129,126,177,0,16,64442,14261724672,27438562816,27808179712,14261741132,6306,3,0,1,"6d,",349710,,13587,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,13694347776,,26871138304,27240825344,13694332004,26871154764,27438547376,27808196172,27240809978,4,4-1,744,4,1,13587,13519.993306211361,67.00669378863859,LOS
